seed,drawCount,GetDeal,GetDealForCardGame,GetDealForCardGame2,MovesMadeOutputForCardGame,result.Result,result.CardsInFoundation,result.MovesMade,result.TimesThroughDeck,result.States,result.Time,result.SolutionCount
100000,3,'071121084073074133061093132054082101034134012064104063123013103051131042021083041032091043011113024044112014111092031081122072102124022053023052033114062094',+7C*QC*+9H*8S*KD*+KS*7H*5S*AD*+QH*7S*8D*6S*AH*+KC*KH*TC*TS*TH*4D*+8H*6C*3S*6H*5C*2C*4C*+3D*9C*4H*AC*JH*2S*4S*JD*AS*JC*9D*3C*8C*QD*7D*TD*QS*2D*5H*2H*5D*3H*JS*6D*9S,33:7:2:1*38:12:2:0*22:9:1:1*47:8:3:0*13:13:0:0*52:13:3:1*20:7:1:0*44:5:3:0*1:1:0:0*25:12:1:1*46:7:3:0*8:8:0:0*45:6:3:0*14:1:1:0*39:13:2:1*26:13:1:0*36:10:2:0*49:10:3:0*23:10:1:0*4:4:0:0*21:8:1:1*32:6:2:0*42:3:3:0*19:6:1:0*31:5:2:0*28:2:2:0*30:4:2:0*3:3:0:1*35:9:2:0*17:4:1:0*27:1:2:0*24:11:1:0*41:2:3:0*43:4:3:0*11:11:0:0*40:1:3:0*37:11:2:0*9:9:0:0*29:3:2:0*34:8:2:0*12:12:0:0*7:7:0:0*10:10:0:0*51:12:3:0*2:2:0:0*18:5:1:0*15:2:1:0*5:5:0:0*16:3:1:0*50:11:3:0*6:6:0:0*48:9:3:0,1:25:52*2:1:-1*1:1:-102*2:44:-1*5:-1:-1*1:27:-103*1:17:44*5:-1:-1*5:-1:-1*1:37:25*1:40:-104*1:33:21*1:39:-105*2:14:-1*1:14:-101*2:45:-1*5:-1:-1*1:34:22*5:-1:-1*1:10:37*1:7:34*1:12:39*1:29:17*5:-1:-1*1:18:45*1:2:1*1:3:2*2:30:-1*1:30:18*2:28:-1*1:28:27*2:31:-1*1:29:28*1:30:29*1:31:30*2:19:-1*5:-1:-1*5:-1:-1*1:48:10*1:21:48*2:4:-1*1:4:3*2:23:-1*6:-1:-1*5:-1:-1*1:41:40*5:-1:-1*5:-1:-1*1:5:4*1:15:14*5:-1:-1*1:6:5*1:7:6*1:50:12*1:16:15*1:17:16*1:18:17*1:19:18*2:42:-1*1:42:41*2:32:-1*1:32:31*1:33:32*1:34:33*6:-1:-1*5:-1:-1*1:43:42*1:44:43*2:20:-1*1:20:19*1:45:44*2:8:-1*1:21:20*1:8:7*2:46:-1*1:46:45*1:22:21*2:38:-1*1:23:22*2:49:-1*1:24:23*1:35:34*1:52:-108*2:13:-1*1:13:-109*2:47:-1*1:47:46*1:48:47*1:49:48*2:36:-1*1:36:35*2:26:-1*1:50:49*5:-1:-1*1:51:50*1:9:8*1:10:9*1:37:36*1:38:37*1:25:24*1:52:51*1:26:25*1:11:10*1:12:11*1:39:38*1:13:12,Minimal,52,83,3,913155,00:00:19.9490301,2
100010,3,'112114054061133032044074094132084121073051072024093082131071113134111023104083052021034053101124031062091081022123013041042033122102092063011014064103012043',+JD*JS*+7S*5S*9S*+5C*6C*KD*7D*+KC*KH*8S*2S*7C*+JC*3D*QC*9H*JH*2H*+8H*4S*7H*8D*KS*TS*5D*+2C*3S*5H*TC*QS*3C*6D*9C*8C*2D*QH*AH*4C*4D*3H*QD*TD*9D*6H*AC*AS*6S*TH*AD*4H,11:11:0:1*50:11:3:0*46:7:3:1*44:5:3:0*48:9:3:0*31:5:2:1*32:6:2:0*13:13:0:0*7:7:0:0*39:13:2:1*26:13:1:0*47:8:3:0*41:2:3:0*33:7:2:0*37:11:2:1*3:3:0:0*38:12:2:0*22:9:1:0*24:11:1:0*15:2:1:0*21:8:1:1*43:4:3:0*20:7:1:0*8:8:0:0*52:13:3:0*49:10:3:0*5:5:0:0*28:2:2:1*42:3:3:0*18:5:1:0*36:10:2:0*51:12:3:0*29:3:2:0*6:6:0:0*35:9:2:0*34:8:2:0*2:2:0:0*25:12:1:0*14:1:1:0*30:4:2:0*4:4:0:0*16:3:1:0*12:12:0:0*10:10:0:0*9:9:0:0*19:6:1:0*27:1:2:0*40:1:3:0*45:6:3:0*23:10:1:0*1:1:0:0*17:4:1:0,5:-1:-1*1:36:11*5:-1:-1*1:6:46*5:-1:-1*5:-1:-1*5:-1:-1*1:12:39*1:37:12*2:33:-1*5:-1:-1*1:19:33*1:9:36*1:31:19*2:48:-1*1:46:21*2:50:-1*1:10:50*1:48:10*2:44:-1*1:44:6*1:39:-107*2:7:-1*5:-1:-1*1:45:7*1:40:-104*1:27:-103*1:28:27*2:5:-1*5:-1:-1*1:17:31*1:1:-102*1:23:37*6:-1:-1*5:-1:-1*5:-1:-1*1:34:9*1:35:23*1:29:28*1:21:35*2:15:-1*5:-1:-1*1:14:-101*1:15:14*2:24:-1*5:-1:-1*1:16:15*1:17:16*1:4:44*1:30:29*1:31:30*1:5:45*2:49:-1*1:49:24*2:52:-1*1:25:52*1:2:1*1:7:34*2:13:-1*1:51:13*1:18:17*1:19:18*1:24:51*2:22:-1*1:50:25*1:13:-106*2:32:-1*1:32:31*1:33:32*2:41:-1*1:41:40*2:47:-1*1:42:41*1:52:-108*2:8:-1*1:8:48*2:20:-1*1:20:19*2:43:-1*1:43:42*1:46:8*1:21:20*1:22:21*2:38:-1*1:7:47*1:34:33*1:35:34*1:23:22*1:9:49*1:36:35*1:37:36*1:38:37*2:3:-1*1:3:2*1:4:3*1:44:43*1:5:4*1:6:5*1:45:44*1:46:45*1:7:6*1:8:7*1:9:8*1:47:46*2:26:-1*1:48:47*1:49:48*1:24:23*1:10:9*1:11:10*1:12:11*1:50:49*1:51:50*1:13:12*1:39:38*1:25:24*1:52:51*1:26:25,Solved,52,96,2,20000000,00:05:29.7107682,2
100020,3,'021092093091082131112014041133063102071064052011122114042134104101121073094031062053024032124023044013012034132084103123051113054072022061083043111081074033',+2C*9D*+AS*9H*4C*+6S*9C*KH*5D*+4D*8D*6H*AC*KS*+QC*KC*TD*QD*TS*7H*+3C*JD*7C*JS*TC*9S*6D*+5H*2S*3D*QS*2H*4S*AH*AD*3S*KD*8S*TH*QH*5C*JH*5S*7D*2D*6C*8H*4H*JC*8C*7S*3H,28:2:2:1*9:9:0:0*40:1:3:1*22:9:1:0*30:4:2:0*45:6:3:1*35:9:2:0*26:13:1:0*5:5:0:0*4:4:0:1*8:8:0:0*19:6:1:0*27:1:2:0*52:13:3:0*38:12:2:1*39:13:2:0*10:10:0:0*12:12:0:0*49:10:3:0*20:7:1:0*29:3:2:1*11:11:0:0*33:7:2:0*50:11:3:0*36:10:2:0*48:9:3:0*6:6:0:0*18:5:1:1*41:2:3:0*3:3:0:0*51:12:3:0*15:2:1:0*43:4:3:0*14:1:1:0*1:1:0:0*42:3:3:0*13:13:0:0*47:8:3:0*23:10:1:0*25:12:1:0*31:5:2:0*24:11:1:0*44:5:3:0*7:7:0:0*2:2:0:0*32:6:2:0*21:8:1:0*17:4:1:0*37:11:2:0*34:8:2:0*46:7:3:0*16:3:1:0,1:40:-104*2:9:-1*5:-1:-1*5:-1:-1*1:14:-101*1:43:18*1:15:14*1:18:45*2:6:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:44:6*1:24:38*5:-1:-1*5:-1:-1*5:-1:-1*1:16:43*1:28:16*6:-1:-1*5:-1:-1*5:-1:-1*1:13:-105*1:42:4*1:1:-102*1:51:13*5:-1:-1*5:-1:-1*1:2:1*5:-1:-1*1:17:44*5:-1:-1*6:-1:-1*5:-1:-1*1:47:9*1:3:2*1:41:40*1:42:41*1:4:3*2:5:-1*1:5:4*2:26:-1*1:38:26*2:52:-1*1:29:17*2:20:-1*1:20:47*2:49:-1*1:9:49*1:52:-106*2:27:-1*1:27:-103*2:19:-1*1:28:27*1:16:15*1:43:42*1:29:28*1:17:16*1:18:17*1:44:43*1:45:44*2:30:-1*1:30:29*2:22:-1*1:19:18*2:8:-1*1:6:5*2:48:-1*1:20:19*5:-1:-1*1:31:30*5:-1:-1*1:21:20*1:22:21*1:32:31*1:7:6*1:8:7*5:-1:-1*1:46:45*1:47:46*1:9:8*1:48:47*2:36:-1*1:49:48*2:12:-1*1:12:52*2:10:-1*1:10:9*2:39:-1*1:36:24*2:50:-1*1:50:49*2:33:-1*1:33:32*2:11:-1*1:51:50*1:11:10*1:12:11*1:13:12*1:52:51*1:34:33*1:26:-105*2:35:-1*1:35:34*1:36:35*1:37:36*1:25:39*1:23:22*1:24:23*1:38:37*1:25:24*1:26:25*1:39:38,Minimal,52,90,3,390651,00:00:08.1654714,6
100030,3,'031021071053042051093081024131123011062122063013084134111092094132091074133113022034073104121044103023033064112043012041054072082124102114032101061083014052',+3C*2C*+8C*7C*2S*+QD*5H*KC*6H*+JC*4D*QH*AH*9D*+9C*5C*AC*8S*9S*7S*+JH*9H*6D*KS*KD*KH*2D*+3S*7H*TS*QC*4S*TH*2H*3H*6S*JD*4H*AD*4C*5S*7D*8D*QS*TD*JS*3D*TC*6C*8H*AS*5D,29:3:2:1*28:2:2:0*34:8:2:1*33:7:2:0*41:2:3:0*12:12:0:1*18:5:1:0*39:13:2:0*19:6:1:0*37:11:2:1*4:4:0:0*25:12:1:0*14:1:1:0*9:9:0:0*35:9:2:1*31:5:2:0*27:1:2:0*47:8:3:0*48:9:3:0*46:7:3:0*24:11:1:1*22:9:1:0*6:6:0:0*52:13:3:0*13:13:0:0*26:13:1:0*2:2:0:0*42:3:3:1*20:7:1:0*49:10:3:0*38:12:2:0*43:4:3:0*23:10:1:0*15:2:1:0*16:3:1:0*45:6:3:0*11:11:0:0*17:4:1:0*1:1:0:0*30:4:2:0*44:5:3:0*7:7:0:0*8:8:0:0*51:12:3:0*10:10:0:0*50:11:3:0*3:3:0:0*36:10:2:0*32:6:2:0*21:8:1:0*40:1:3:0*5:5:0:0,5:-1:-1*5:-1:-1*1:15:42*1:23:37*5:-1:-1*5:-1:-1*5:-1:-1*1:8:35*1:7:34*1:37:12*2:19:-1*1:44:19*5:-1:-1*5:-1:-1*5:-1:-1*6:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:1:-102*1:17:44*1:35:23*2:9:-1*5:-1:-1*5:-1:-1*1:36:24*1:9:36*2:14:-1*1:14:-101*2:25:-1*1:15:14*1:42:17*2:2:-1*1:2:1*2:26:-1*1:3:2*1:50:25*1:10:50*5:-1:-1*1:40:-104*5:-1:-1*6:-1:-1*5:-1:-1*1:38:26*5:-1:-1*1:45:7*1:16:15*1:24:38*2:46:-1*1:19:46*2:39:-1*1:12:39*2:41:-1*1:41:40*2:33:-1*1:42:41*1:17:16*1:43:42*1:44:43*1:45:44*1:19:33*1:46:45*2:48:-1*1:48:10*2:47:-1*1:47:46*2:27:-1*1:27:-103*2:31:-1*1:48:47*1:49:48*1:34:9*2:28:-1*1:28:27*1:29:28*1:39:-105*2:18:-1*1:18:17*1:19:18*1:20:19*1:26:-106*2:13:-1*1:13:-108*2:52:-1*5:-1:-1*1:51:13*1:30:29*1:31:30*1:25:52*2:4:-1*1:4:3*5:-1:-1*1:5:4*1:21:20*1:32:31*1:33:32*1:52:-107*2:6:-1*1:6:5*2:22:-1*1:7:6*1:8:7*1:34:33*1:35:34*1:9:8*1:36:35*1:10:9*1:22:21*1:23:22*1:37:36*1:24:23*1:38:37*1:50:49*1:25:24*1:51:50*1:26:25*1:52:51*1:11:10*1:12:11*1:39:38*1:13:12,Minimal,52,98,3,462181,00:00:08.4324415,5
100040,3,'041082131103094133063111031124043044074013084093054091053121034052114072092134033062083122061023011081132073032012042021014113064102123022071051104101112024',+4C*8D*+JC*KC*3C*+AH*TH*QS*8S*+5H*9S*4H*9H*QC*+JS*KH*4S*5S*3S*7D*+KS*6H*7S*9C*5D*9D*3H*+6D*8H*QD*6C*2H*AC*8C*KD*7H*3D*AD*4D*2C*AS*JH*6S*TD*QH*2D*7C*5C*TS*TC*JD*2S,30:4:2:1*8:8:0:0*37:11:2:1*39:13:2:0*29:3:2:0*14:1:1:1*23:10:1:0*51:12:3:0*47:8:3:0*18:5:1:1*48:9:3:0*17:4:1:0*22:9:1:0*38:12:2:0*50:11:3:1*26:13:1:0*43:4:3:0*44:5:3:0*42:3:3:0*7:7:0:0*52:13:3:1*19:6:1:0*46:7:3:0*35:9:2:0*5:5:0:0*9:9:0:0*16:3:1:0*6:6:0:1*21:8:1:0*12:12:0:0*32:6:2:0*15:2:1:0*27:1:2:0*34:8:2:0*13:13:0:0*20:7:1:0*3:3:0:0*1:1:0:0*4:4:0:0*28:2:2:0*40:1:3:0*24:11:1:0*45:6:3:0*10:10:0:0*25:12:1:0*2:2:0:0*33:7:2:0*31:5:2:0*49:10:3:0*36:10:2:0*11:11:0:0*41:2:3:0,1:14:-101*2:29:-1*1:30:18*1:52:-105*2:7:-1*5:-1:-1*1:32:7*1:12:52*1:50:12*2:38:-1*1:18:32*2:47:-1*5:-1:-1*5:-1:-1*1:3:30*1:20:47*5:-1:-1*5:-1:-1*1:45:20*1:24:38*5:-1:-1*5:-1:-1*5:-1:-1*6:-1:-1*5:-1:-1*1:27:-103*1:15:14*5:-1:-1*1:1:-102*5:-1:-1*1:40:-104*1:28:27*1:29:28*2:39:-1*5:-1:-1*1:2:1*1:3:2*1:30:29*1:25:39*5:-1:-1*1:49:24*1:31:30*1:37:25*2:8:-1*1:33:8*1:6:33*2:16:-1*1:16:15*2:9:-1*1:10:50*1:4:3*1:9:49*2:5:-1*1:5:4*2:35:-1*1:6:5*1:18:45*1:32:31*1:33:32*1:7:6*2:42:-1*1:8:7*1:9:8*1:10:9*1:13:-106*1:34:33*1:35:34*2:46:-1*5:-1:-1*1:41:40*1:42:41*2:44:-1*1:11:10*1:36:35*1:37:36*1:38:13*2:22:-1*1:22:49*2:17:-1*1:17:16*2:48:-1*1:18:17*1:21:48*1:46:21*2:19:-1*1:44:19*2:43:-1*1:43:42*2:26:-1*1:44:43*1:45:44*1:46:45*1:19:18*1:20:19*1:47:46*2:51:-1*1:21:20*1:22:21*1:48:47*1:49:48*1:50:49*1:12:11*1:51:50*2:23:-1*1:23:22*1:24:23*1:52:51*1:38:37*1:13:12*1:25:24*1:39:38*1:26:25,Minimal,52,90,2,511146,00:00:09.2331358,2
100050,3,'074072124091134131044071122012123113092033103054031084094061114132081101051042011022064112111104032043021062052121053013024063041073093014133083082023034102',+7S*7D*+7C*QS*QD*+3H*9C*AD*TH*+9S*KS*QH*5S*6C*+8C*KC*JH*3C*JS*TC*+4D*4S*9D*8S*KD*5C*AC*+2D*6S*JD*JC*TS*3D*4H*2C*6D*5D*QC*5H*AH*2S*6H*4C*7H*9H*AS*KH*8H*8D*2H*3S*TD,46:7:3:1*7:7:0:0*33:7:2:1*51:12:3:0*12:12:0:0*16:3:1:1*35:9:2:0*1:1:0:0*23:10:1:0*48:9:3:1*52:13:3:0*25:12:1:0*44:5:3:0*32:6:2:0*34:8:2:1*39:13:2:0*24:11:1:0*29:3:2:0*50:11:3:0*36:10:2:0*4:4:0:1*43:4:3:0*9:9:0:0*47:8:3:0*13:13:0:0*31:5:2:0*27:1:2:0*2:2:0:1*45:6:3:0*11:11:0:0*37:11:2:0*49:10:3:0*3:3:0:0*17:4:1:0*28:2:2:0*6:6:0:0*5:5:0:0*38:12:2:0*18:5:1:0*14:1:1:0*41:2:3:0*19:6:1:0*30:4:2:0*20:7:1:0*22:9:1:0*40:1:3:0*26:13:1:0*21:8:1:0*8:8:0:0*15:2:1:0*42:3:3:0*10:10:0:0,5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:14:-101*5:-1:-1*5:-1:-1*5:-1:-1*1:8:48*1:46:8*5:-1:-1*6:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:20:34*5:-1:-1*1:26:-105*1:40:-104*5:-1:-1*1:42:4*1:15:14*1:16:15*2:12:-1*5:-1:-1*6:-1:-1*5:-1:-1*5:-1:-1*1:17:16*5:-1:-1*5:-1:-1*1:41:40*1:18:17*1:2:42*2:27:-1*1:27:-103*2:31:-1*1:4:31*2:36:-1*1:38:26*5:-1:-1*1:22:36*1:34:22*2:32:-1*5:-1:-1*6:-1:-1*5:-1:-1*1:37:12*1:11:38*5:-1:-1*1:28:27*5:-1:-1*1:19:18*1:36:11*2:50:-1*1:5:32*1:6:46*5:-1:-1*1:10:50*1:48:10*2:23:-1*1:23:37*2:1:-1*1:1:-102*2:35:-1*1:2:1*1:42:41*1:32:20*2:44:-1*1:44:6*2:25:-1*1:50:25*2:29:-1*1:29:28*2:24:-1*1:21:35*1:30:29*1:3:2*1:4:3*1:5:4*1:31:30*2:13:-1*1:32:31*1:20:19*1:33:32*2:7:-1*1:34:33*1:21:20*1:35:34*1:13:-108*2:47:-1*1:47:22*2:9:-1*1:49:24*1:9:49*2:43:-1*1:43:42*1:44:43*1:6:5*1:7:6*1:45:44*1:46:45*1:47:46*1:22:21*1:8:7*1:36:35*1:23:22*1:48:47*1:9:8*1:37:36*1:10:9*1:11:10*1:49:48*1:38:37*1:12:11*2:51:-1*1:50:49*1:51:50*1:24:23*2:39:-1*1:13:12*1:25:24*2:52:-1*1:26:25*1:52:51*1:39:38,Minimal,52,104,4,2517290,00:00:57.3733787,3
100060,3,'074113041093012094123092073081034083132131061122071072043063031104052013102014022011101124133053084032062033091121024082112021051054064042103044134114023111',+7S*JH*+9D*4C*7H*+KC*9H*8C*6C*+4H*AD*3S*QD*6H*+5D*9S*8H*7C*3C*AH*+AS*QH*KD*7D*TS*TD*2D*+AC*TC*QS*KH*5H*8S*3D*6D*3H*9C*QC*2S*8D*JD*2C*5C*5S*6S*4D*TH*4S*KS*JS*2H*JC,46:7:3:1*24:11:1:0*9:9:0:1*30:4:2:0*20:7:1:0*39:13:2:1*22:9:1:0*34:8:2:0*32:6:2:0*17:4:1:1*1:1:0:0*42:3:3:0*12:12:0:0*19:6:1:0*5:5:0:1*48:9:3:0*21:8:1:0*33:7:2:0*29:3:2:0*14:1:1:0*40:1:3:1*25:12:1:0*13:13:0:0*7:7:0:0*49:10:3:0*10:10:0:0*2:2:0:0*27:1:2:1*36:10:2:0*51:12:3:0*26:13:1:0*18:5:1:0*47:8:3:0*3:3:0:0*6:6:0:0*16:3:1:0*35:9:2:0*38:12:2:0*41:2:3:0*8:8:0:0*11:11:0:0*28:2:2:0*31:5:2:0*44:5:3:0*45:6:3:0*4:4:0:0*23:10:1:0*43:4:3:0*52:13:3:0*50:11:3:0*15:2:1:0*37:11:2:0,1:40:-104*2:14:-1*1:14:-101*2:29:-1*1:27:-103*2:2:-1*1:2:29*2:10:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:35:10*5:-1:-1*1:8:35*1:41:40*1:46:8*5:-1:-1*5:-1:-1*5:-1:-1*1:52:-105*1:43:5*5:-1:-1*6:-1:-1*5:-1:-1*5:-1:-1*1:3:43*1:47:9*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:15:14*5:-1:-1*6:-1:-1*5:-1:-1*5:-1:-1*1:16:15*1:17:16*2:32:-1*1:6:46*1:18:17*1:5:32*2:19:-1*1:19:18*2:12:-1*1:12:52*2:42:-1*1:42:41*2:1:-1*1:1:-102*1:2:1*1:3:2*1:43:42*5:-1:-1*1:28:27*1:29:28*2:33:-1*1:39:-109*2:20:-1*5:-1:-1*1:45:20*1:44:43*1:45:44*1:20:19*2:30:-1*1:30:29*1:31:30*5:-1:-1*1:50:12*1:23:50*1:4:3*1:5:4*1:32:31*2:34:-1*1:33:32*2:21:-1*1:6:5*1:34:33*2:22:-1*1:21:20*2:48:-1*1:46:45*1:47:46*1:22:21*1:23:22*1:48:47*1:10:50*2:49:-1*1:49:48*2:7:-1*1:7:6*2:13:-1*1:8:7*1:35:34*1:9:8*2:24:-1*1:10:9*1:50:49*1:24:23*1:11:10*1:12:11*1:13:-106*2:25:-1*1:25:24*1:38:13*1:26:25*1:51:50*1:52:51*1:36:35*5:-1:-1*1:37:36*1:38:37*1:13:12*1:39:38,Minimal,52,91,3,51570,00:00:01.0965366,2
100070,3,'093113133053073124132103102071111092014062074061034043131122121011041042072084031021022134032013112094101082023051054081064123104052012033044024083063114091',+9H*JH*+TH*KH*TD*+6D*5H*7C*7S*+KC*7H*JC*6C*QD*+4C*QS*9D*3S*QC*4D*+8S*KD*AS*4H*AC*7D*3C*+2C*2D*KS*3D*AH*JD*9S*TC*8D*2H*5C*5S*8C*6S*QH*TS*5D*AD*3H*4S*2S*8H*6H*JS*9C,22:9:1:1*24:11:1:0*23:10:1:1*26:13:1:0*10:10:0:0*6:6:0:1*18:5:1:0*33:7:2:0*46:7:3:0*39:13:2:1*20:7:1:0*37:11:2:0*32:6:2:0*12:12:0:0*30:4:2:1*51:12:3:0*9:9:0:0*42:3:3:0*38:12:2:0*4:4:0:0*47:8:3:1*13:13:0:0*40:1:3:0*17:4:1:0*27:1:2:0*7:7:0:0*29:3:2:0*28:2:2:1*2:2:0:0*52:13:3:0*3:3:0:0*14:1:1:0*11:11:0:0*48:9:3:0*36:10:2:0*8:8:0:0*15:2:1:0*31:5:2:0*44:5:3:0*34:8:2:0*45:6:3:0*25:12:1:0*49:10:3:0*5:5:0:0*1:1:0:0*16:3:1:0*43:4:3:0*41:2:3:0*21:8:1:0*19:6:1:0*50:11:3:0*35:9:2:0,5:-1:-1*1:3:30*1:28:3*2:29:-1*1:47:22*2:4:-1*1:29:4*2:7:-1*1:7:47*2:27:-1*1:27:-103*2:17:-1*1:28:27*5:-1:-1*5:-1:-1*1:15:29*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:35:23*6:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:44:6*5:-1:-1*1:25:39*5:-1:-1*1:1:-102*5:-1:-1*5:-1:-1*1:50:25*6:-1:-1*5:-1:-1*1:14:-101*1:15:14*1:29:28*1:23:50*2:24:-1*1:4:44*2:38:-1*1:24:38*1:52:-106*1:2:1*1:3:2*1:4:3*1:30:29*2:12:-1*1:17:44*2:40:-1*1:40:-104*2:13:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:5:4*5:-1:-1*1:41:40*1:38:13*2:42:-1*1:42:41*2:9:-1*1:43:42*1:16:15*1:17:16*1:44:43*1:6:5*2:10:-1*1:7:6*1:49:24*1:45:44*1:22:49*1:39:-105*2:46:-1*1:46:45*2:33:-1*1:47:46*1:34:22*1:31:30*1:8:7*1:9:8*2:51:-1*1:10:9*2:26:-1*1:12:52*2:32:-1*1:32:31*2:37:-1*1:33:32*2:18:-1*1:18:17*1:34:33*1:35:34*1:36:35*1:37:36*2:20:-1*1:48:47*1:11:10*1:12:11*5:-1:-1*1:19:18*1:20:19*1:21:20*1:22:21*1:23:22*1:49:48*1:50:49*1:51:50*1:24:23*1:25:24*1:52:51*1:26:25*1:38:37*1:39:38*1:13:12,Minimal,52,94,3,934313,00:00:17.5242281,1
100080,3,'121091024132104101093074042073084043034124012044113061131013063123023031133011051094134041071032103054053021014122102022064112072062082033081052083114092111',+QC*9C*+7S*2S*4D*+QS*KD*7H*AD*+KC*TS*8S*4S*AH*+2H*TC*4H*JH*6H*3C*+AC*9H*3S*6C*QH*KH*5C*+9S*KS*4C*7C*3D*TH*5S*5H*2C*AS*QD*TD*2D*6S*JD*7D*6D*8D*3H*8C*5D*8H*JS*9D*JC,38:12:2:1*35:9:2:0*46:7:3:1*41:2:3:0*4:4:0:0*51:12:3:1*13:13:0:0*20:7:1:0*1:1:0:0*39:13:2:1*49:10:3:0*47:8:3:0*43:4:3:0*14:1:1:0*15:2:1:1*36:10:2:0*17:4:1:0*24:11:1:0*19:6:1:0*29:3:2:0*27:1:2:1*22:9:1:0*42:3:3:0*32:6:2:0*25:12:1:0*26:13:1:0*31:5:2:0*48:9:3:1*52:13:3:0*30:4:2:0*33:7:2:0*3:3:0:0*23:10:1:0*44:5:3:0*18:5:1:0*28:2:2:0*40:1:3:0*12:12:0:0*10:10:0:0*2:2:0:0*45:6:3:0*11:11:0:0*7:7:0:0*6:6:0:0*8:8:0:0*16:3:1:0*34:8:2:0*5:5:0:0*21:8:1:0*50:11:3:0*9:9:0:0*37:11:2:0,1:27:-103*2:29:-1*1:15:29*2:14:-1*1:14:-101*2:43:-1*1:15:14*5:-1:-1*5:-1:-1*5:-1:-1*1:40:-104*5:-1:-1*5:-1:-1*5:-1:-1*1:16:15*1:8:48*1:6:46*5:-1:-1*5:-1:-1*6:-1:-1*5:-1:-1*1:33:8*5:-1:-1*5:-1:-1*1:12:39*1:28:27*1:29:28*2:19:-1*1:19:33*2:24:-1*1:24:51*2:17:-1*1:17:16*2:36:-1*1:18:17*1:19:18*1:36:24*1:39:-110*2:1:-1*1:1:-102*2:20:-1*1:20:19*2:13:-1*1:44:6*5:-1:-1*5:-1:-1*5:-1:-1*1:50:12*5:-1:-1*6:-1:-1*5:-1:-1*1:3:43*1:30:29*1:38:13*1:52:-105*5:-1:-1*1:2:1*1:3:2*1:10:50*1:48:10*2:31:-1*1:31:30*2:26:-1*1:51:26*2:4:-1*1:4:3*2:41:-1*1:41:40*1:26:-107*2:25:-1*1:25:52*2:32:-1*1:32:31*2:42:-1*1:42:41*2:22:-1*1:43:42*2:47:-1*1:44:43*1:33:32*5:-1:-1*5:-1:-1*1:21:20*1:22:21*1:5:4*1:6:5*1:34:33*1:7:6*1:8:7*1:11:38*1:45:44*1:46:45*2:35:-1*1:35:34*1:47:46*2:49:-1*1:36:35*1:48:47*1:49:48*1:23:22*1:24:23*1:25:24*5:-1:-1*1:37:36*1:9:8*1:10:9*1:11:10*1:38:37*1:50:49*1:51:50*1:52:51*1:26:25*1:12:11*1:13:12*1:39:38,Minimal,52,92,3,972266,00:00:26.0800346,3
